530.71,987.33,470.48,2.05,1028.87,878.20,0.00,3.02,644.53,688.65,0.00,3.48,1037.59,604.37,0.00,3.08,540.38,797.39,0.00,0.63,1109.52,869.00,172.36,0.72,649.09,927.16,0.00,-0.44,697.68,697.29,116.08,1.08,952.67,1093.39,0.00,1.78,969.40,570.20,0.00,3.91,765.19,993.39,41.33,1.81,672.97,770.58,0.00,0.53,1054.87,703.79,505.66,2.85,1213.92,707.04,0.00,1.77,1213.21,628.02,0.00,3.36,639.53,827.55,171.47,0.34,817.12,958.70,203.99,0.39,927.68,787.07,24.99,2.90,908.16,820.03,0.00,3.15,871.80,656.10,173.94,1.51,-42.35,56.35,68.96,0.10,-6.25,-3.87,-43.04,-0.10,-1.61,-17.38,-43.04,0.25,18.58,-8.44,-48.73,-0.10,-44.32,-12.44,-64.16,0.18,-4.45,-24.42,60.09,-0.18,-33.75,-2.49,-60.09,-0.22,-0.62,-29.21,53.40,-0.16,-10.22,73.12,-60.09,-0.06,36.60,13.97,-68.38,0.16,17.47,-7.60,36.23,-0.23,-18.63,-10.52,-67.93,0.17,19.66,-22.59,69.15,0.20,23.38,-35.46,-64.16,-0.17,40.17,-8.20,-57.14,0.18,-28.93,-5.88,60.09,0.19,-15.23,-19.12,62.39,-0.18,3.83,-13.62,28.46,0.26,22.42,9.34,-67.93,-0.17,15.55,-21.52,60.09,-0.20
530.71,987.33,470.48,2.05,1028.87,878.20,0.00,3.02,645.04,680.01,0.00,3.60,1047.97,601.82,0.00,2.99,496.26,780.36,0.00,0.82,1101.32,844.19,234.76,0.54,612.11,930.71,0.00,-0.61,694.47,665.59,173.25,0.90,952.67,1093.39,0.00,1.78,987.45,578.21,0.00,3.99,780.66,987.05,65.22,1.64,662.95,765.56,0.00,0.62,1065.80,692.80,540.28,2.95,1233.69,669.18,0.00,1.60,1233.54,625.18,0.00,3.44,639.53,827.55,171.47,0.34,817.12,958.70,203.99,0.39,927.68,787.07,24.99,2.90,933.54,829.72,0.00,2.97,871.80,656.10,173.94,1.51,-42.35,56.35,68.96,0.10,-6.25,-3.87,-43.04,-0.10,3.11,-17.07,-48.73,0.23,22.62,-2.82,-53.40,-0.22,-43.32,-21.33,-66.56,0.18,-11.58,-24.82,64.16,-0.17,-39.59,11.96,-64.16,-0.08,-6.22,-33.84,60.09,-0.20,-10.22,73.12,-60.09,-0.06,35.65,17.65,-68.71,0.16,10.11,4.93,13.48,-0.03,-21.20,-9.76,-68.38,0.17,23.64,-21.34,69.29,0.19,16.52,-39.71,-66.56,-0.16,40.98,-3.77,-60.09,0.16,-28.93,-5.88,60.09,0.19,-15.23,-19.12,62.39,-0.18,3.83,-13.62,28.46,0.26,28.21,9.22,-68.71,-0.18,15.55,-21.52,60.09,-0.20
530.71,987.33,470.48,2.05,1027.20,878.24,0.00,2.92,645.04,680.01,0.00,3.60,1047.97,601.82,0.00,2.99,475.07,768.48,0.00,0.91,1099.42,834.43,267.23,0.45,557.64,962.05,0.00,-0.41,690.25,647.96,203.95,0.79,949.54,1128.46,0.00,1.73,987.45,578.21,0.00,3.99,780.66,987.05,65.22,1.64,651.68,760.70,0.00,0.70,1078.76,682.50,574.95,3.04,1241.02,648.89,0.00,1.53,1233.54,625.18,0.00,3.44,624.24,824.90,202.17,0.44,793.14,931.48,301.22,0.15,930.74,779.51,41.43,3.03,948.51,833.91,0.00,2.88,888.98,615.25,268.81,1.22,-42.35,56.35,68.96,0.10,-0.78,3.15,-48.73,-0.27,3.11,-17.07,-48.73,0.23,22.62,-2.82,-53.40,-0.22,-41.56,-25.71,-67.34,0.18,2.74,-15.80,65.52,-0.19,-36.05,25.19,-67.34,0.17,-10.51,-36.15,62.39,-0.21,-2.99,67.73,-62.39,-0.11,35.65,17.65,-68.71,0.16,10.11,4.93,13.48,-0.03,-23.60,-9.85,-68.71,0.17,27.76,-19.81,69.40,0.19,13.13,-41.22,-67.34,-0.16,40.98,-3.77,-60.09,0.16,-31.91,-5.04,62.39,0.18,-2.78,-12.30,66.56,-0.10,8.10,-16.06,36.33,0.24,31.30,7.47,-68.96,-0.19,6.52,-31.54,65.52,-0.19
509.45,1013.33,505.01,2.11,1033.46,885.72,0.00,2.62,647.99,671.71,0.00,3.72,1047.97,601.82,0.00,2.99,435.94,738.55,0.00,1.08,1105.01,828.29,300.29,0.36,557.64,962.05,0.00,-0.41,683.56,629.83,235.65,0.69,949.54,1128.46,0.00,1.73,1004.95,585.44,0.00,3.99,785.36,988.82,88.35,1.76,639.32,755.52,0.00,0.78,1078.76,682.50,574.95,3.04,1246.66,627.93,0.00,1.45,1255.34,625.77,0.00,3.49,589.67,818.70,266.34,0.62,797.01,926.44,334.72,0.10,930.74,779.51,41.43,3.03,964.91,836.89,0.00,2.79,891.15,598.96,301.86,1.13,-42.68,48.49,69.15,0.12,12.86,9.29,-57.14,-0.30,8.16,-16.00,-53.40,0.25,22.62,-2.82,-53.40,-0.22,-36.71,-33.53,-68.38,0.17,18.20,-9.77,66.56,-0.19,-36.05,25.19,-67.34,0.17,-15.68,-36.25,64.16,-0.19,-2.99,67.73,-62.39,-0.11,2.95,-3.38,-69.15,-0.14,-0.06,-1.53,31.33,0.24,-25.53,-10.92,-68.96,0.17,27.76,-19.81,69.40,0.19,9.73,-42.45,-67.93,-0.16,45.63,4.59,-62.39,0.07,-36.30,-8.31,65.52,0.18,16.39,-8.51,67.34,-0.07,8.10,-16.06,36.33,0.24,33.92,4.58,-69.15,-0.18,2.53,-33.38,66.56,-0.18
509.45,1013.33,505.01,2.11,1033.46,885.72,0.00,2.62,653.44,664.28,0.00,3.86,1060.58,601.47,0.00,2.87,418.40,720.84,0.00,1.16,1118.77,825.58,333.79,0.29,539.15,975.08,0.00,-0.32,672.59,612.15,263.01,0.63,949.54,1128.46,0.00,1.73,1004.95,585.44,0.00,3.99,784.16,986.78,106.12,1.89,626.14,749.57,0.00,0.87,1078.76,682.50,574.95,3.04,1251.45,583.31,0.00,1.32,1255.34,625.77,0.00,3.49,516.41,787.43,395.74,0.97,854.81,912.73,436.94,-0.01,935.93,771.45,61.51,3.14,999.36,835.90,0.00,2.67,891.15,598.96,301.86,1.13,-42.68,48.49,69.15,0.12,12.86,9.29,-57.14,-0.30,13.08,-13.71,-57.14,0.27,27.43,0.72,-57.14,-0.23,-33.71,-36.92,-68.71,0.17,35.29,-2.16,67.34,-0.09,-37.95,26.39,-67.93,0.18,-26.36,-34.94,47.58,-0.07,-2.99,67.73,-62.39,-0.11,2.95,-3.38,-69.15,-0.14,-4.06,-6.31,38.83,0.27,-26.88,-12.83,-69.15,0.17,27.76,-19.81,69.40,0.19,-1.36,-48.42,-68.71,-0.07,45.63,4.59,-62.39,0.07,-36.01,-23.14,50.53,0.19,44.62,-4.03,68.71,0.12,12.25,-15.99,43.12,0.21,33.01,-7.79,-69.40,0.06,2.53,-33.38,66.56,-0.18
464.18,1077.05,574.31,2.09,1051.32,892.63,0.00,2.36,653.44,664.28,0.00,3.86,1075.64,602.17,0.00,2.76,375.74,658.86,0.00,1.42,1118.77,825.58,333.79,0.29,519.43,988.05,0.00,-0.23,672.59,612.15,263.01,0.63,949.02,1166.17,0.00,1.68,1004.95,585.44,0.00,3.99,781.58,982.28,127.34,2.02,626.14,749.57,0.00,0.87,1110.22,665.64,644.43,3.23,1249.32,557.91,0.00,1.29,1255.34,625.77,0.00,3.49,499.01,774.74,422.24,1.06,854.81,912.73,436.94,-0.01,951.92,757.07,110.40,3.34,1015.58,830.79,0.00,2.73,889.46,564.36,369.21,0.95,-45.74,77.59,69.40,-0.10,21.31,3.73,-62.39,-0.23,13.08,-13.71,-57.14,0.27,32.27,1.50,-60.09,-0.22,-23.15,-44.88,-69.29,0.17,35.29,-2.16,67.34,-0.09,-40.71,25.30,-68.38,0.18,-26.36,-34.94,47.58,-0.07,0.64,81.43,-64.16,-0.11,2.95,-3.38,-69.15,-0.14,-5.79,-11.23,45.23,0.25,-26.88,-12.83,-69.15,0.17,34.80,-14.17,69.54,0.19,-6.37,-52.64,-68.96,-0.04,45.63,4.59,-62.39,0.07,-33.82,-27.11,54.85,0.17,44.62,-4.03,68.71,0.12,19.02,-12.45,53.45,0.18,32.20,-11.78,-69.48,0.16,-5.52,-35.30,67.93,-0.17
464.18,1077.05,574.31,2.09,1062.61,893.34,0.00,2.25,692.10,654.69,0.00,4.36,1092.88,602.44,0.00,2.66,356.75,612.11,0.00,1.59,1118.77,825.58,333.79,0.29,519.43,988.05,0.00,-0.23,640.48,582.54,296.72,0.74,949.02,1166.17,0.00,1.68,1002.37,582.83,0.00,3.80,773.37,971.76,177.96,2.24,598.53,733.91,0.00,1.04,1128.19,659.76,679.22,3.32,1245.07,530.58,0.00,1.27,1299.28,636.89,0.00,3.39,499.01,774.74,422.24,1.06,854.81,912.73,436.94,-0.01,951.92,757.07,110.40,3.34,1015.58,830.79,0.00,2.73,889.46,564.36,369.21,0.95,-45.74,77.59,69.40,-0.10,23.47,-0.57,-64.16,-0.22,22.18,5.03,-65.52,0.23,36.12,-0.61,-62.39,-0.21,-15.19,-48.20,-69.48,0.17,35.29,-2.16,67.34,-0.09,-40.71,25.30,-68.38,0.18,-35.66,-27.27,22.32,0.19,0.64,81.43,-64.16,-0.11,-14.74,-7.45,-69.40,-0.20,-15.76,-1.95,54.85,0.21,-27.76,-18.53,-69.40,0.17,36.78,-9.90,69.58,0.17,-10.09,-56.22,-69.15,-0.03,43.51,14.64,-65.52,-0.18,-33.82,-27.11,54.85,0.17,44.62,-4.03,68.71,0.12,19.02,-12.45,53.45,0.18,32.20,-11.78,-69.48,0.16,-5.52,-35.30,67.93,-0.17
423.13,1183.17,660.55,1.92,1074.71,891.79,0.00,2.14,703.12,658.62,0.00,4.47,1131.34,597.45,0.00,2.46,350.25,587.66,0.00,1.67,1141.17,826.21,367.63,0.25,498.34,999.93,0.00,-0.14,640.48,582.54,296.72,0.74,947.97,1259.00,0.00,1.65,990.32,577.50,0.00,3.71,762.16,973.99,201.20,2.34,584.69,723.72,0.00,1.12,1144.01,655.39,714.02,3.40,1245.07,530.58,0.00,1.27,1299.28,636.89,0.00,3.39,468.28,744.40,480.55,1.21,876.13,910.13,471.37,0.00,962.19,751.52,138.19,3.43,1015.58,830.79,0.00,2.73,889.46,564.36,369.21,0.95,-14.12,58.94,37.51,-0.05,24.63,-5.21,-65.52,-0.21,21.80,10.16,-66.56,0.22,39.80,-9.48,-65.52,-0.20,-11.16,-49.41,-69.54,0.17,52.54,3.85,67.93,-0.05,-43.35,22.36,-68.71,0.18,-35.66,-27.27,22.32,0.19,-4.93,97.59,-66.56,0.07,-31.78,-12.92,-69.48,-0.16,-28.03,9.46,40.08,0.17,-27.44,-21.95,-69.48,0.18,27.59,-8.25,69.62,0.15,-10.09,-56.22,-69.15,-0.03,43.51,14.64,-65.52,-0.18,-28.07,-32.89,60.99,0.15,41.01,-6.60,68.96,-0.05,21.70,-9.95,57.18,0.18,32.20,-11.78,-69.48,0.16,-5.52,-35.30,67.93,-0.17
423.13,1183.17,660.55,1.92,1087.14,887.88,0.00,2.04,713.75,665.08,0.00,4.58,1131.34,597.45,0.00,2.46,345.82,562.71,0.00,1.75,1171.72,828.41,401.72,0.21,428.73,1024.51,0.00,0.12,621.97,569.01,304.92,0.84,942.26,1340.66,0.00,1.69,969.84,569.97,0.00,3.64,746.22,979.92,217.75,2.41,571.22,711.76,0.00,1.21,1154.96,652.66,743.75,3.43,1239.20,501.62,0.00,1.26,1321.25,644.89,0.00,3.30,455.02,727.32,511.65,1.29,906.54,903.73,540.52,-0.04,962.19,751.52,138.19,3.43,1015.58,830.79,0.00,2.73,885.60,546.70,403.30,0.87,-14.12,58.94,37.51,-0.05,24.93,-9.94,-66.56,-0.20,20.65,15.13,-67.34,0.21,39.80,-9.48,-65.52,-0.20,-6.97,-50.24,-69.58,0.17,67.88,4.50,68.38,-0.10,-48.52,10.43,-51.48,0.17,-38.00,-27.15,11.68,0.18,-5.63,68.50,-35.62,0.02,-48.33,-16.63,-69.54,-0.13,-35.07,13.71,27.63,0.14,-26.40,-25.55,-69.54,0.18,17.34,-3.98,51.84,-0.02,-13.00,-59.22,-69.29,-0.02,44.44,16.80,-66.56,-0.18,-25.26,-35.14,63.08,0.15,21.17,-6.05,69.29,-0.03,21.70,-9.95,57.18,0.18,32.20,-11.78,-69.48,0.16,-9.46,-35.27,68.38,-0.16
423.13,1183.17,660.55,1.92,1087.14,887.88,0.00,2.04,745.10,712.60,0.00,4.98,1131.34,597.45,0.00,2.46,343.33,512.15,0.00,1.92,1171.72,828.41,401.72,0.21,428.73,1024.51,0.00,0.12,565.30,517.68,299.11,1.01,942.26,1340.66,0.00,1.69,905.49,549.54,0.00,3.54,726.49,989.09,233.80,2.46,535.99,665.06,0.00,1.48,1160.96,651.06,765.65,3.39,1239.20,501.62,0.00,1.26,1321.25,644.89,0.00,3.30,455.02,727.32,511.65,1.29,906.54,903.73,540.52,-0.04,968.55,745.39,167.62,3.52,1031.68,824.32,0.00,2.81,872.01,510.95,472.01,0.69,-14.12,58.94,37.51,-0.05,24.93,-9.94,-66.56,-0.20,9.89,31.18,-68.96,0.20,39.80,-9.48,-65.52,-0.20,1.54,-50.61,-69.64,0.16,67.88,4.50,68.38,-0.10,-48.52,10.43,-51.48,0.17,-36.72,-43.29,-18.06,0.04,-5.63,68.50,-35.62,0.02,-78.09,-25.24,-69.62,-0.04,-43.11,22.03,35.60,0.06,-19.80,-36.06,-69.64,0.18,7.67,-2.69,37.60,-0.13,-13.00,-59.22,-69.29,-0.02,44.44,16.80,-66.56,-0.18,-25.26,-35.14,63.08,0.15,21.17,-6.05,69.29,-0.03,5.68,-14.71,60.12,0.20,32.29,-13.88,-69.54,0.16,-17.51,-34.46,68.96,-0.15
